Mannara 's mother is a jewellery designer and her father is a lawyer . ||| Mannara's Mutter ist ein Schmuckdesigner und ihr Vater ist ein Anwalt.
Anne Fogarty ( February 2 , 1919 – January 15 , 1980 ) was an American fashion designer , active 1940–80 , who was noted for her understated , ladylike designs that were accessible to American women on a limited income . ||| Anne Fogarty (* 2. Februar 1919 – 15. Januar 1980) war eine amerikanische Mode-Designerin, die 1940–80 aktiv war, die für ihre unterhaltsamen, weiblichen Designs bemerkbar war, die amerikanischen Frauen auf begrenztem Einkommen zugänglich waren.
The designer praised her look and strong photographs , but criticized her runway walk as well as her lack of eye contact . ||| Der Designer lobte ihr Aussehen und starke Fotos, kritisierte aber ihre Spaziergänge sowie ihr Mangel an Augenkontakt.
Her designer was John Henslow , and she was identical with his contemporaneous except that " Echo " was a ship - sloop and " Busy " was a brig - sloop . ||| Ihr Designer war John Henslow, und sie war identisch mit seinem zeitgenössischen, mit Ausnahme, dass "Echo" ein Schiff war - Sloop und "Busy" ein Brig - Sloop.
Urai has also worked as a freelance graphic designer and video game journalist and through her work with Microsoft she has been sponsored by the company , wearing an Xbox 360 logo on her gear . ||| Urai hat auch als freier Graphic Designer und Video-Game Journalist gearbeitet und durch ihre Arbeit mit Microsoft wurde sie von der Firma gesponsert, mit einem Xbox 360-Logo auf ihrem Gerät.
In October 2014 , following the publication of the authorised biography Vivienne Westwood by the fashion designer and her co - author Ian Kelly , Gorman accused the authors and the publisher Picador of plagiarising substantial sections of material from his book " " . ||| Im Oktober 2014, nach der Veröffentlichung der autorisierten Biographie Vivienne Westwood durch den Mode-Designer und ihr Co-Autor Ian Kelly, beschuldigte Gorman die Autoren und Verleger Picador, wesentliche Abschnitte des Materials aus seinem Buch zu plagiieren ".
Judianna Makovsky ( born August 24 , 1967 ) is an American costume designer , who is perhaps best known for her work on the films " Harry Potter and the Philosopher 's Stone " ( 2001 ) , " Seabiscuit " ( 2003 ) and " The Hunger Games " ( 2012 ) , as well as various films within the Marvel Cinematic Universe . ||| Judianna Makovsky (geboren am 24. August 1967) ist eine amerikanische Kostümdesignerin, die für ihre Arbeit auf den Filmen "Harry Potter and the Philosopher's Stone" (2001), " Seabiscuit" (2003) und "The Hunger Games" (2012) sowie verschiedene Filme im Marvel Cinematic Universe bekannt ist.
One of the former residents of Satoya , however , turns out to be a famous designer who owns a run-down villa on Miyakojima that she offers to let Jun turn into a inn . ||| Einer der ehemaligen Bewohner von Satoya scheint jedoch ein berühmter Designer zu sein, der eine runs-down-Villa auf Miyakojima besitzt, die sie bietet, Jun in eine inn zu lassen.
She became a designer herself at the company during the early 1930s and created a number of patterns on bone china and Queen ’s ware for Wedgwood . ||| Sie wurde in den frühen 1930er Jahren als Designerin in der Firma und schuf eine Reihe von Mustern auf Knochen China und Queen ́s Ware für Wedgwood.
The designer also said she had to make some adaptations to a suit worn by Ormond , as she is a completely different body shape to her character , Vivien Leigh . ||| Die Designerin sagte auch, dass sie einige Anpassungen an eine Kleidung von Ormond machen musste, da sie eine völlig andere Körperform von ihrem Charakter ist, Vivien Leigh.
The American designer Anne Fogarty was particularly noted for her full - skirted designs worn over crinoline petticoats , which were always separate garments from the dress to enable ease of movement and travelling . ||| Die amerikanische Designerin Anne Fogarty wurde besonders für ihre voll-scharfen Designs bemerkt, die über Crinoline Petticoats tragen, die immer von der Kleidung getrennt waren, um Bewegung und Reisen zu erleichtern.
American urban landscape designer Renée Gunter uses this plant in her South Los Angeles lawn as a drought - resistant alternative to thirstier plants . ||| American urban landscape designer Renée Gunter nutzt diese Pflanze in ihrer South Los Angeles lawn als trockenbeständige Alternative zu Thirstier Pflanzen.
When she returned to Alabama she hired a designer for a hand-operated device to keep a windshield clear and had a local company produce a working model . ||| Als sie nach Alabama zurückkehrte, miete sie einen Designer für ein handgeführtes Gerät, um einen Windschild klar zu halten und hatte eine lokale Firma ein Arbeitsmodell produzieren.
Shoulder pads originally became popular for women in the 1930s when fashion designer Elsa Schiaparelli included them in her designs of 1931 . ||| Shoulder pads wurde ursprünglich für Frauen in den 1930er Jahren beliebt, als Mode-Designer Elsa Schiaparelli sie in ihre Entwürfe von 1931 aufgenommen hat.
Then the designer insists the home owner leave and do not return to their house in 2 days as the designer and her crew prepares to finish renovating their house with a budget under $ 5000 . ||| Dann drängt der Designer auf, dass der Hausbesitzer verlässt und nicht in 2 Tage nach Hause zurückkehrt, da der Designer und ihr Besatzungsbeamte sich vorbereiten, die Renovierung ihres Hauses mit einem Budget unter $ 5000 zu beenden.
Rachel Hauck is a scenic designer based in New York City who is known for her work in Anaïs Mitchell 's musical " Hadestown " on and off - Broadway and in London , John Leguizamo 's " Latin History for Morons " on and off - Broadway , and her extensive off - Broadway work . ||| Rachel Hauck ist ein scenischer Designer mit Sitz in New York City, der für ihre Arbeit in Anaïs Mitchell's Musical "Hadestown " auf und ab - Broadway und in London, John Leguizamo's "Latin Geschichte für Morons " auf und ab - Broadway, und ihre umfangreiche off - Broadway Arbeit bekannt ist.
Costume designer Karyn Wagner spoke of her role within " The Possibilities " , more so her involvement in the van sequence with Cassidy , Fiore and DeBlanc , wherein Wagner stated , " For a stunt like this , you have to consider what you can get 8 to 12 of , because you nee multiple takes for principal actors . ||| Kostüme Designer Karyn Wagner sprach von ihrer Rolle in " Die Möglichkeiten ", mehr so ihre Beteiligung in der Van-Sektion mit Cassidy, Fiore und DeBlanc, in der Wagner sagte, " Für ein Stunt wie dies, müssen Sie berücksichtigen, was Sie können 8 bis 12 von, weil Sie nee Multiple nehmen für die Haupt-Akteure.
In her collection " Ariege " , fashion designer Marcela Calvet named one of her most sought - after handbags " Corinne " , in her honor . ||| In ihrer Kollektion " Ariege " nannte die Mode-Designerin Marcela Calvet eine ihrer am meisten gesuchten - nach Handtaschen " Corinne ", in ihrer Ehre.
In 2003 , the designer launched her Dolly Girl fragrance together with several limited edition sets in the Dolly Girl series . ||| Im Jahr 2003 veröffentlichte die Designerin ihre Dolly Girl-Aroma zusammen mit mehreren begrenzten Editionssätzen in der Dolly Girl-Serie.
British designer Gina Franklyn sold British fashions out of her shop 99 , located at 99 MacDougal Street in New York 's Greenwich Village . ||| Die britische Designerin Gina Franklyn verkaufte britische Mode aus ihrem Shop 99, befindet sich auf der 99 MacDougal Street in New York's Greenwich Village.
She was the eldest daughter of the merchant Herman Kohany ( 1882–1942 ) who perished in the Holocaust under unknown circumstances , and Paulina Kohany , née Raaber ( 1882–1942 ) , a porcelain designer in her youth , who was killed along with her younger daughter Hilde Kohany ( 1920–1942 ) in Treblinka . ||| Sie war die älteste Tochter des Händlers Herman Kohany ( 1882–1942), der unter unbekannten Umständen im Holocaust verstorben ist, und Paulina Kohany, Née Raaber ( 1882–1942), ein Porzellan-Designer in ihrer Jugend, der zusammen mit ihrer jüngeren Tochter Hilde Kohany ( 1920–1942 ) in Treblinka getötet wurde.
Bobbie 's father was theologian Morris S. Seale , her sister was Thea Porter the fashion designer and her brother was writer and journalist Patrick Seale . ||| Bobbie's Vater war Theologin Morris S. Seale, ihre Schwester war Thea Porter der Mode-Designer und ihr Bruder war Autor und Journalist Patrick Seale.
The biological mother of Mia who was often portrayed as faceless character who lived in New York as fashion designer having her face always covered by a sculpture , in the 1st half of the show . ||| Die biologische Mutter von Mia, die oft als anschauliches Charakter dargestellt wurde, das in New York als Mode-Designer lebte, das ihr Gesicht in der ersten Hälfte der Show immer mit einer Skulptur bedeckt hatte.
Two days later the project was revealed to be a hoax perpetrated by Funny Or Die , after the video 's costume designer posted the experience on her online resume . ||| Zwei Tage später wurde das Projekt nachgewiesen, dass es sich um eine Hose handelt, die von Funny Or Die verübt wurde, nachdem der Video's Kostüm Designer die Erfahrung auf ihrem Online-Resume veröffentlicht hat.
designer Dhafali Devi won the award for her rug under the Discipline category . ||| Designer Dhafali Devi gewann den Preis für ihre Ringe unter der Disziplin-Kategorie.
The Sui by Anna Sui line and her jeans line continued under operation after the designer left her designer job at Gilmar 's Cento X Cento . ||| Die Sui von Anna Sui-Linie und ihre Jeans-Linie wurden weiterhin in Betrieb genommen, nachdem der Designer ihr Designerjob bei Gilmar's Cento X Cento verlassen hat.
As costume designer Rita Riggs described in her 2001 Archive of American Television interview , Lear 's idea was to create the feeling of sepia tones , in an attempt to make viewers feel as if they were looking at an old family album . ||| Wie Kostümdesigner Rita Riggs in ihrem 2001 Archive of American Television Interview beschrieben, war Lear's Idee, das Gefühl von Sepia-Tonen zu schaffen, in einem Versuch, die Zuschauer fühlen zu lassen, als ob sie ein altes Familienalbum ansehen.
After her mother 's death , New York City fashion designer Lisa Rayborn ( Natasha Henstridge ) returns to her hometown and family farm . ||| Nach dem Tod ihrer Mutter kehrt die New York City-Fashion Designerin Lisa Rayborn (Natasha Henstridge) zurück in ihre Heimatstadt und Familienfarm.
