Mannara 's mother is a jewellery designer and her father is a lawyer . ||| Mannara est un designer de bijoux et son père est un avocat.
Tom Tjaarda ( July 23 , 1934 – June 2 , 2017 ) was an automobile designer noted for his work on a broad range of automobiles — estimated at over eighty — from exotic sports cars including the Ferrari 365 California , De Tomaso Pantera and Aston Martin Lagonda Coupé to high - volume popular cars including the first generation Ford Fiesta ( 1972 ) and the Fiat 124 Spider ( 1966 ) . ||| Tom Tjaarda (23 juillet 1934 – 2 juin 2017) était un designer automobile noté pour son travail sur un large éventail de voitures - estimé à plus de huit - de voitures sportives exotiques telles que la Ferrari 365 Californie, De Tomaso Pantera et Aston Martin Lagonda Coupé à haut volume - voitures populaires telles que la première génération Ford Fiesta ( 1972 ) et la Fiat 124 Spider ( 1966 ).
The designer of the structure is unknown , however , it was possibly Jensen himself , or his friend , prairie school architect Hugh Garden . ||| Le concepteur de la structure est inconnu, cependant, il était peut-être Jensen lui-même, ou son ami, l'architecte de l'école de prairie Hugh Garden.
Aside from music , Shelby is a UX Designer / Graphic Designer / Painter and his work spans from album layouts ( most notably Ire Works by The Dillinger Escape Plan ) , logos and interface designs . ||| En dehors de la musique, Shelby est un UX Designer / Graphic Designer / Painter et son travail s'étend des layouts d'album (plus particulièrement Ire Works par The Dillinger Escape Plan), des logos et des concepts d'interface.
There were two dirt track race cars called " Jimmy " and " Jimmy , Jr. " after the chief designer and his son . ||| Il y a eu deux voitures de course de sortie appelés " Jimmy " et " Jimmy, Jr. " après le designer principal et son fils.
The rifle 's designer , Mikhail Kalashnikov lived in Izhevsk until his death in 2013 . ||| Le concepteur du fusil, Mikhail Kalashnikov, a vécu à Izhevsk jusqu'à sa mort en 2013.
He trained from 1701 to 1702 with the Brussels tapestry designer Lodewijk van Schoor who had established himself in Antwerp in 1696 . ||| Il a formé de 1701 à 1702 avec le concepteur de tapis de Bruxelles Lodewijk van Schoor qui s'était établi à Antwerp en 1696.
In 2014 , American firearms designer Jim Sullivan provided a video interview regarding his contributions to the M16 / M4 family of rifles when working for Armalite . ||| En 2014, le concepteur américain d'armes à feu Jim Sullivan a fourni un entretien vidéo sur ses contributions à la famille des armes M16 / M4 en travaillant pour Armalite.
Lithgow was chief draughtsman - designer and his work was crucial to their strategy of standardising hull shapes and components , thus increasing efficiency and profitability . ||| Lithgow était le chef du dessin - designer et son travail a été crucial pour leur stratégie de normaliser les formes et les composants de la pièce, ce qui augmente l'efficacité et la rentabilité.
His father was a movie theatre projector designer and his grandfather made parts for phonograph machines . ||| Son père était un designer de projecteur de cinéma et son grand-père faisait des pièces pour les machines phonographiques.
Mayén was an industrial designer , and following his graduation from Columbia , taught classes in advertising design at his alma mater , Cooper Union , and The New School , both in Manhattan . ||| Mayén était un designer industriel, et après son diplôme de Columbia, il enseignait des cours de conception publicitaire à son alma mater, Cooper Union et The New School, à Manhattan.
The designer saw his original clothing at the National Museum of Costume . ||| Le designer a vu ses vêtements originaux au National Museum of Costume.
Indeed , models basically play the same role in economics as in fashion : they provide an articulated frame on which to show off your material to advantage ... ; a useful role , but fraught with the dangers that the designer may get carried away by his personal inclination for the model , while the customers may forget that the model is more streamlined than reality . ||| En fait, les modèles jouent essentiellement le même rôle dans l'économie que dans la mode : ils fournissent un cadre articulé sur lequel afficher votre matériel à l'avantage... ; un rôle utile, mais frappé avec les dangers que le concepteur peut être porté par sa inclination personnelle pour le modèle, tandis que les clients peuvent oublier que le modèle est plus rigoureux que la réalité.
Despite his initial anger , the designer , Walter Allward , sees amazing carving skills within Klara , and how the portrait of the young man 's face increases the much desired allegory for those youthful men who were lost in the war . ||| Malgré sa colère initiale, le concepteur, Walter Allward, voit des compétences incroyables dans Klara, et comment le portrait du visage du jeune homme augmente l'algorithme très désiré pour ces jeunes hommes qui ont été perdus dans la guerre.
Internationally acclaimed Ghanaian - British designer Ozwald Boateng introduced African print suits in his 2012 collection . ||| Internationalement célèbre Ghanaian - le designer britannique Ozwald Boateng a introduit des suites d'impression africaines dans sa collection de 2012.
The designer Romeo Gigli used me as his muse , and designed an entire collection on me . ||| Le concepteur Romeo Gigli m'a utilisé comme son musée, et a conçu une collection entière sur moi.
In his book , " Craft of Gardens " , the garden designer Ji Cheng wrote : " The spirit and the charm of mountains and forests must be studied in depth ; ... only the knowledge of the real permits the creation of the artificial , so that the work created possesses the spirit of the real , in part because of divine inspiration , but especially because of human effort . ||| Dans son livre, « Craft of Gardens », le designer de jardin Ji Cheng a écrit : « L’esprit et le charme des montagnes et des forêts doivent être étudiés en profondeur ;... seulement la connaissance du réel permet la création du artificiel, de sorte que l’œuvre créée possède l’esprit du réel, en partie à cause de l’inspiration divine, mais surtout à cause de l’effort humain.
Fashion designer Jasper Conran is his son with his second wife , writer Shirley Conran . ||| Le designer de mode Jasper Conran est son fils avec sa deuxième femme, l'écrivain Shirley Conran.
Costume designer William Ware Theiss began working on new designs for the Starfleet uniforms , some based on his creations for " The Original Series " , others being a radical departure . ||| Le concepteur de costumes William Ware Theiss a commencé à travailler sur de nouveaux designs pour les uniformes Starfleet, certains basés sur ses créations pour " The Original Series ", d'autres étant un départ radical.
The game 's designer , Phil Fish , became renowned in a way unusual for game developers due to his prominence in " " , which released in 2012 . ||| Le concepteur du jeu, Phil Fish, est devenu célèbre d'une manière inhabituelle pour les développeurs de jeux en raison de sa prominence dans " ", qui a été sorti en 2012.
Billionaire industrial designer , and founder of the Dyson company , James Dyson has pledged his support for the project . ||| Billionaire designer industriel, et fondateur de la société Dyson, James Dyson a promis son soutien pour le projet.
Philip Anthony Treacy ( born 26 May 1967 ) is an Irish award - winning haute couture milliner , or hat designer , who has been mostly based in London for his career , and who was described by " Vogue " magazine as " perhaps the greatest living milliner " . ||| Philip Anthony Treacy (né le 26 mai 1967) est un prix irlandais - gagnant haute couture milliner, ou designer de chapeaux, qui a été principalement basé à Londres pour sa carrière, et qui a été décrit par la revue Vogue comme "probablement le plus grand milliner vivant ".
